	ESC_WT.bam	Copies	length	RPK	TPM
REF_NM_011881	0	1	16869	0	0
REF_NM_011888	0	2	7976	0	0
REF_NM_011911	0	1	933	0	0
REF_NM_011963	0	1	9200	0	0
REF_NM_011964	0	1	9386	0	0
REF_NM_011998	0	1	10260	0	0
REF_NM_012009	0	1	8339	0	0
REF_NM_013504	0	1	31302	0	0
REF_NM_013532	0	1	5714	0	0
REF_NM_013544	0	1	3291	0	0
REF_NM_013554	0	1	3216	0	0
REF_NM_013570	0	1	6235	0	0
REF_NM_013616	0	1	1106	0	0
REF_NM_013617	0	1	1662	0	0
REF_NM_013618	0	1	936	0	0
REF_NM_013619	0	1	4619	0	0
REF_NM_013620	0	1	948	0	0
REF_NM_013621	0	1	4318	0	0
REF_NM_013638	0	1	407	0	0
REF_NM_013650	0	1	964	0	0
REF_NM_013652	0	1	2100	0	0
REF_NM_013653	0	1	4740	0	0
REF_NM_013679	0	1	1700	0	0
REF_NM_013707	0	1	855	0	0
REF_NM_013713	0	1	836	0	0
REF_NM_013728	0	1	1079	0	0
REF_NM_013756	0	1	1979	0	0
REF_NM_013766	0	1	7090	0	0
REF_NM_013772	0	1	4355	0	0
REF_NM_013773	0	1	6922	0	0
REF_NM_013774	0	1	4572	0	0
REF_NM_013776	0	1	4788	0	0
REF_NM_013921	0	1	3104	0	0
REF_NM_015741	0	1	612	0	0
REF_NM_015758	0	1	867	0	0
REF_NM_015777	0	1	1352	0	0
REF_NM_015779	0	1	1905	0	0
REF_NM_015808	0	1	693	0	0
REF_NM_015809	0	1	1002	0	0
REF_NM_015811	0	1	4436	0	0
REF_NM_016751	0	1	11575	0	0
REF_NM_016771	0	1	14357	0	0
REF_NM_016779	0	1	11486	0	0
REF_NM_016880	0	1	4033	0	0
REF_NM_016914	0	1	5672	0	0
REF_NM_016956	0	1	1400	0	0
REF_NM_016971	0	1	5083	0	0
REF_NM_017372	0	1	4732	0	0
REF_NM_017390	0	1	2413	0	0
REF_NM_017396	0	1	26089	0	0
REF_NM_017468	0	1	18075	0	0
REF_NM_017471	0	1	15603	0	0
REF_NM_017480	0	1	22407	0	0
REF_NM_018762	0	1	1627	0	0
REF_NM_018866	0	1	4130	0	0
REF_NM_018874	0	1	15283	0	0
REF_NM_019398	0	1	759	0	0
REF_NM_019418	0	1	4708	0	0
REF_NM_019447	0	1	6953	0	0
REF_NM_019450	0	1	10285	0	0
REF_NM_019471	0	1	7901	0	0
REF_NM_019473	0	1	1172	0	0
REF_NM_019475	0	1	1766	0	0
REF_NM_019476	0	1	960	0	0
REF_NM_019485	0	1	5808	0	0
REF_NM_019486	0	1	939	0	0
REF_NM_019493	0	1	3700	0	0
REF_NM_019506	0	1	6160	0	0
REF_NM_019539	0	1	5710	0	0
REF_NM_019540	0	1	4206	0	0
REF_NM_019541	0	1	8602	0	0
REF_NM_019577	0	1	3107	0	0
REF_NM_019659	0	1	26777	0	0
REF_NM_019728	0	1	2844	0	0
REF_NM_019910	0	1	1978	0	0
REF_NM_019915	0	1	2302	0	0
REF_NM_019932	0	1	949	0	0
REF_NM_019964	0	1	989	0	0
REF_NM_019991	0	1	7062	0	0
REF_NM_020008	0	1	11189	0	0
REF_NM_020015	0	1	1272	0	0
REF_NM_020016	0	1	6092	0	0
REF_NM_020017	0	1	1107	0	0
REF_NM_020018	0	1	8493	0	0
REF_NM_020019	0	1	2104	0	0
REF_NM_020020	0	1	10076	0	0
REF_NM_020036	0	1	915	0	0
REF_NM_020051	0	1	4268	0	0
REF_NM_020268	0	1	4422	0	0
REF_NM_020290	0	1	1062	0	0
REF_NM_020291	0	1	1029	0	0
REF_NM_020498	0	1	3619	0	0
REF_NM_020501	0	1	903	0	0
REF_NM_020502	0	1	894	0	0
REF_NM_020503	0	1	1006	0	0
REF_NM_020509	0	1	1910	0	0
REF_NM_020513	0	1	4741	0	0
REF_NM_020514	0	1	1010	0	0
REF_NM_020515	0	1	909	0	0
REF_NM_020563	0	1	1298	0	0
REF_NM_020595	0	1	3208	0	0
REF_NM_020598	0	1	948	0	0
REF_NM_021279	0	1	3974	0	0
REF_NM_021285	0	1	20761	0	0
REF_NM_021289	0	1	22498	0	0
REF_NM_021300	0	1	4785	0	0
REF_NM_021309	0	1	8968	0	0
REF_NM_021318	0	1	42968	0	0
REF_NM_021342	0	1	3077	0	0
REF_NM_021353	0	1	35701	0	0
REF_NM_021368	0	1	927	0	0
REF_NM_021370	0	1	24312	0	0
REF_NM_021378	0	1	4204	0	0
REF_NM_021406	0	1	14189	0	0
REF_NM_021443	0	1	1615	0	0
REF_NM_021445	0	1	8246	0	0
REF_NM_021475	0	1	18686	0	0
REF_NM_021562	0	1	939	0	0
REF_NM_021718	0	1	19991	0	0
REF_NM_021782	0	1	9878	0	0
REF_NM_021792	0	1	16601	0	0
REF_NM_021892	0	1	3523	0	0
REF_NM_022322	0	1	14570	0	0
REF_NM_022378	0	1	3231	0	0
REF_NM_022413	0	1	15787	0	0
REF_NM_022427	0	1	3831	0	0
REF_NM_022430	0	1	13633	0	0
REF_NM_022881	0	1	22581	0	0
REF_NM_023052	0	2	4524	0	0
REF_NM_023134	0	1	4586	0	0
REF_NM_023289	0	1	6390	0	0
REF_NM_023455	0	1	1504	0	0
REF_NM_023456	0	1	6796	0	0
REF_NM_023493	0	1	3755	0	0
REF_NM_023511	0	1	604	0	0
REF_NM_023623	0	1	4290	0	0
REF_NM_023707	0	1	3656	0	0
REF_NM_023785	0	1	1545	0	0
REF_NM_023860	0	1	1652	0	0
REF_NM_023881	0	1	2037	0	0
REF_NM_023898	0	1	8961	0	0
REF_NM_023907	0	1	3749	0	0
REF_NM_024253	0	1	1109	0	0
REF_NM_025288	0	1	4856	0	0
REF_NM_025350	0	1	6144	0	0
REF_NM_025376	0	1	10526	0	0
REF_NM_025413	0	1	2188	0	0
REF_NM_025420	0	1	1254	0	0
REF_NM_025466	0	1	5263	0	0
REF_NM_025467	0	1	6130	0	0
REF_NM_025470	0	1	2360	0	0
REF_NM_025490	0	1	750	0	0
REF_NM_025501	0	1	1118	0	0
REF_NM_025524	0	1	732	0	0
REF_NM_025532	0	1	7502	0	0
REF_NM_025621	0	1	1847	0	0
REF_NM_025631	0	1	20226	0	0
REF_NM_025720	0	1	1031	0	0
REF_NM_025721	0	1	11451	0	0
REF_NM_025733	0	1	1510	0	0
REF_NM_025738	0	1	823	0	0
REF_NM_025746	0	1	1780	0	0
REF_NM_025763	0	1	1587	0	0
REF_NM_025867	0	1	18162	0	0
REF_NM_025929	0	1	3369	0	0
REF_NM_025957	0	1	2946	0	0
REF_NM_025984	0	1	1776	0	0
REF_NM_025989	0	1	16729	0	0
REF_NM_025990	0	1	5840	0	0
REF_NM_026088	0	1	4380	0	0
REF_NM_026090	0	1	2649	0	0
REF_NM_026092	0	1	16405	0	0
REF_NM_026096	0	1	554	0	0
REF_NM_026109	0	1	18129	0	0
REF_NM_026134	0	1	13457	0	0
REF_NM_026206	0	1	7310	0	0
REF_NM_026261	0	1	1376	0	0
REF_NM_026286	0	1	1461	0	0
REF_NM_026317	0	1	4685	0	0
REF_NM_026328	0	1	14593	0	0
REF_NM_026335	0	1	1851	0	0
REF_NM_026336	0	1	14019	0	0
REF_NM_026338	0	1	3993	0	0
REF_NM_026351	0	1	2023	0	0
REF_NM_026394	0	1	1655	0	0
REF_NM_026429	0	1	3553	0	0
REF_NM_026459	0	1	3446	0	0
REF_NM_026461	0	1	9854	0	0
REF_NM_026492	0	1	8853	0	0
REF_NM_026535	0	1	15675	0	0
REF_NM_026593	0	1	2063	0	0
REF_NM_026627	0	1	542	0	0
REF_NM_026685	0	1	2433	0	0
REF_NM_026687	0	1	7486	0	0
REF_NM_026690	0	1	2317	0	0
REF_NM_026716	0	1	1326	0	0
REF_NM_026730	0	1	1556	0	0
REF_NM_026747	0	1	4509	0	0
REF_NM_026793	0	1	13062	0	0
REF_NM_026807	0	1	971	0	0
REF_NM_026811	0	1	1675	0	0
REF_NM_026814	0	1	1158	0	0
REF_NM_026822	0	1	1277	0	0
REF_NM_026834	0	1	918	0	0
REF_NM_026841	0	1	1887	0	0
REF_NM_026860	0	1	5617	0	0
REF_NM_026935	0	1	16322	0	0
REF_NM_026945	0	1	17849	0	0
REF_NM_026956	0	1	2972	0	0
REF_NM_027018	0	1	18322	0	0
REF_NM_027034	0	1	2904	0	0
REF_NM_027042	0	1	7761	0	0
REF_NM_027048	0	1	5031	0	0
REF_NM_027064	0	1	476	0	0
REF_NM_027069	0	1	2689	0	0
REF_NM_027083	0	1	7800	0	0
REF_NM_027104	0	1	11476	0	0
REF_NM_027105	0	1	973	0	0
REF_NM_027111	0	1	11022	0	0
REF_NM_027128	0	1	7048	0	0
REF_NM_027137	0	1	1712	0	0
REF_NM_027155	0	1	792	0	0
REF_NM_027157	0	1	1040	0	0
REF_NM_027163	0	1	6932	0	0
REF_NM_027170	0	1	1026	0	0
REF_NM_027173	0	1	879	0	0
REF_NM_027217	0	1	39232	0	0
REF_NM_027239	0	1	4913	0	0
REF_NM_027302	0	1	1374	0	0
REF_NM_027303	0	1	9681	0	0
REF_NM_027304	0	1	1326	0	0
REF_NM_027306	0	1	1368	0	0
REF_NM_027343	0	1	2972	0	0
REF_NM_027344	0	1	4595	0	0
REF_NM_027391	0	1	14599	0	0
REF_NM_027403	0	1	10072	0	0
REF_NM_027416	0	1	1426	0	0
REF_NM_027454	0	1	31020	0	0
REF_NM_027510	0	1	16925	0	0
REF_NM_027563	0	1	4208	0	0
REF_NM_027568	0	1	971	0	0
REF_NM_027572	0	1	33771	0	0
REF_NM_027591	0	1	5466	0	0
REF_NM_027599	0	1	3491	0	0
REF_NM_027609	0	1	4815	0	0
REF_NM_027634	0	1	1911	0	0
REF_NM_027661	0	1	1403	0	0
REF_NM_027668	0	1	1753	0	0
REF_NM_027702	0	1	2619	0	0
REF_NM_027762	0	1	3227	0	0
REF_NM_027768	0	1	5277	0	0
REF_NM_027771	0	1	621	0	0
REF_NM_027778	0	1	992	0	0
REF_NM_027784	0	1	3575	0	0
REF_NM_027793	0	1	9809	0	0
REF_NM_027800	0	1	830	0	0
REF_NM_027802	0	1	9590	0	0
REF_NM_027832	0	1	4471	0	0
REF_NM_027843	0	1	1200	0	0
REF_NM_027844	0	1	1474	0	0
REF_NM_027939	0	1	24874	0	0
REF_NM_027955	0	1	1955	0	0
REF_NM_027983	0	1	5014	0	0
REF_NM_027997	0	1	17033	0	0
REF_NM_028085	0	1	9859	0	0
REF_NM_028094	0	1	12224	0	0
REF_NM_028158	0	1	5911	0	0
REF_NM_028462	0	1	3218	0	0
REF_NM_028477	0	1	8250	0	0
REF_NM_028496	0	1	7167	0	0
REF_NM_028513	0	1	1440	0	0
REF_NM_028514	0	1	1339	0	0
REF_NM_028528	0	1	8024	0	0
REF_NM_028547	0	1	2270	0	0
REF_NM_028554	0	1	3115	0	0
REF_NM_028562	0	1	1739	0	0
REF_NM_028568	0	1	823	0	0
REF_NM_028595	0	1	12829	0	0
REF_NM_028621	0	1	748	0	0
REF_NM_028622	0	1	1672	0	0
REF_NM_028625	0	1	1703	0	0
REF_NM_028628	0	1	1338	0	0
REF_NM_028629	0	1	4174	0	0
REF_NM_028654	0	1	15092	0	0
REF_NM_028740	0	1	9173	0	0
REF_NM_028825	0	1	5834	0	0
REF_NM_028847	0	1	3369	0	0
REF_NM_028851	0	1	4078	0	0
REF_NM_028859	0	1	1219	0	0
REF_NM_029006	0	1	6407	0	0
REF_NM_029054	0	1	36084	0	0
REF_NM_029062	0	1	1449	0	0
REF_NM_029181	0	1	16861	0	0
REF_NM_029199	0	1	2681	0	0
REF_NM_029229	0	1	550	0	0
REF_NM_029230	0	1	24879	0	0
REF_NM_029232	0	1	11459	0	0
REF_NM_029289	0	1	509	0	0
REF_NM_029294	0	1	1676	0	0
REF_NM_029297	0	1	10901	0	0
REF_NM_029299	0	1	4905	0	0
REF_NM_029308	0	1	2672	0	0
REF_NM_029346	0	1	4156	0	0
REF_NM_029351	0	1	759	0	0
REF_NM_029355	0	1	8764	0	0
REF_NM_029367	0	1	9426	0	0
REF_NM_029375	0	1	816	0	0
REF_NM_029379	0	1	2757	0	0
REF_NM_029383	0	1	994	0	0
REF_NM_029427	0	1	10555	0	0
REF_NM_029459	0	1	14704	0	0
REF_NM_029562	0	1	4139	0	0
REF_NM_029587	0	1	8628	0	0
REF_NM_029595	0	1	1256	0	0
REF_NM_029613	0	1	978	0	0
REF_NM_029636	0	1	5556	0	0
REF_NM_029667	0	1	1690	0	0
REF_NM_029680	0	1	2380	0	0
REF_NM_029693	0	1	2855	0	0
REF_NM_029796	0	1	2269	0	0
REF_NM_029863	0	1	5822	0	0
REF_NM_029873	0	1	1556	0	0
REF_NM_029901	0	1	12469	0	0
REF_NM_029959	0	1	2385	0	0
REF_NM_029960	0	1	4221	0	0
REF_NM_029964	0	1	9649	0	0
REF_NM_029972	0	1	7638	0	0
REF_NM_029981	0	1	29233	0	0
REF_NM_029987	0	1	26127	0	0
REF_NM_030047	0	1	5790	0	0
REF_NM_030058	0	1	3948	0	0
REF_NM_030059	0	1	2880	0	0
REF_NM_030061	0	1	4021	0	0
REF_NM_030097	0	1	17512	0	0
REF_NM_030098	0	1	2054	0	0
REF_NM_030135	0	1	3928	0	0
REF_NM_030181	0	1	31865	0	0
REF_NM_030219	0	1	20397	0	0
REF_NM_030237	0	1	1601	0	0
REF_NM_030599	0	1	12610	0	0
REF_NM_030614	0	1	12056	0	0
REF_NM_030701	0	1	1947	0	0
REF_NM_030726	0	1	1809	0	0
REF_NM_030734	0	1	3237	0	0
REF_NM_030735	0	1	2348	0	0
REF_NM_030736	0	1	2438	0	0
REF_NM_030737	0	1	1581	0	0
REF_NM_030740	0	1	1832	0	0
REF_NM_030741	0	1	1994	0	0
REF_NM_030742	0	1	3098	0	0
REF_NM_030747	0	1	9418	0	0
REF_NM_031168	0	1	6862	0	0
REF_NM_031187	0	1	2318	0	0
REF_NM_031188	0	1	3948	0	0
REF_NM_031190	0	1	1592	0	0
REF_NM_031191	0	1	9207	0	0
REF_NM_031247	0	1	6388	0	0
REF_NM_031250	0	1	4662	0	0
REF_NM_031367	0	1	4155	0	0
REF_NM_031499	0	1	4757	0	0
REF_NM_032006	0	1	12729	0	0
REF_NM_032542	0	1	3984	0	0
REF_NM_033145	0	1	3099	0	0
REF_NM_033175	0	1	1245	0	0
REF_NM_033522	0	1	885	0	0
REF_NM_053111	0	1	875	0	0
REF_NM_053112	0	1	471	0	0
REF_NM_053113	0	1	851	0	0
REF_NM_053114	0	1	2970	0	0
REF_NM_053172	0	1	13283	0	0
REF_NM_053184	0	1	31382	0	0
REF_NM_053200	0	1	31733	0	0
REF_NM_053205	0	1	999	0	0
REF_NM_053211	0	1	939	0	0
REF_NM_053212	0	1	918	0	0
REF_NM_053215	0	1	14297	0	0
REF_NM_053220	0	1	1069	0	0
REF_NM_053221	0	1	1098	0	0
REF_NM_053222	0	1	930	0	0
REF_NM_053223	0	1	840	0	0
REF_NM_053224	0	1	948	0	0
REF_NM_053225	0	1	933	0	0
REF_NM_053227	0	1	933	0	0
REF_NM_053228	0	1	933	0	0
REF_NM_053229	0	1	930	0	0
REF_NM_053230	0	1	6527	0	0
REF_NM_053231	0	1	936	0	0
REF_NM_053233	0	1	900	0	0
REF_NM_053235	0	1	903	0	0
REF_NM_053236	0	1	900	0	0
REF_NM_053237	0	1	912	0	0
REF_NM_053238	0	1	909	0	0
REF_NM_053243	0	1	4857	0	0
REF_NM_053247	0	1	12347	0	0
REF_NM_053259	0	1	3231	0	0
REF_NM_053260	0	1	4031	0	0
REF_NM_054063	0	1	9520	0	0
REF_NM_054066	0	1	51696	0	0
REF_NM_054090	0	1	942	0	0
REF_NM_054091	0	1	957	0	0
REF_NM_054092	0	1	5498	0	0
REF_NM_054094	0	1	44688	0	0
REF_NM_054100	0	1	943	0	0
REF_NM_079835	0	1	14671	0	0
REF_NM_080433	0	1	3974	0	0
REF_NM_080450	0	1	9151	0	0
REF_NM_080846	0	1	1744	0	0
REF_NM_080852	0	1	25120	0	0
REF_NM_130857	0	1	526	0	0
REF_NM_130868	0	1	939	0	0
REF_NM_130870	0	1	605	0	0
REF_NM_130873	0	1	304	0	0
REF_NM_130876	0	1	493	0	0
REF_NM_133209	0	1	5903	0	0
REF_NM_133359	0	1	461	0	0
REF_NM_133657	0	1	7726	0	0
REF_NM_133660	0	1	28402	0	0
REF_NM_133711	0	1	9318	0	0
REF_NM_133730	0	1	7098	0	0
REF_NM_133809	0	1	28661	0	0
REF_NM_133871	0	1	19037	0	0
REF_NM_133894	0	1	14264	0	0
REF_NM_133960	0	1	7632	0	0
REF_NM_134069	0	1	21281	0	0
REF_NM_134158	0	1	5112	0	0
REF_NM_134165	0	1	909	0	0
REF_NM_134166	0	1	918	0	0
REF_NM_134167	0	1	891	0	0
REF_NM_134168	0	1	909	0	0
REF_NM_134169	0	1	918	0	0
REF_NM_134171	0	1	912	0	0
REF_NM_134172	0	1	1020	0	0
REF_NM_134173	0	1	891	0	0
REF_NM_134174	0	1	948	0	0
REF_NM_134175	0	1	912	0	0
REF_NM_134176	0	1	894	0	0
REF_NM_134177	0	1	909	0	0
REF_NM_134178	0	1	909	0	0
REF_NM_134179	0	1	909	0	0
REF_NM_134180	0	1	909	0	0
REF_NM_134181	0	1	900	0	0
REF_NM_134182	0	1	927	0	0
REF_NM_134183	0	1	894	0	0
REF_NM_134184	0	1	912	0	0
REF_NM_134185	0	1	1051	0	0
REF_NM_134187	0	1	1213	0	0
REF_NM_134190	0	1	921	0	0
REF_NM_134191	0	1	897	0	0
REF_NM_134192	0	1	1443	0	0
REF_NM_134193	0	1	1159	0	0
REF_NM_134194	0	1	897	0	0
REF_NM_134195	0	1	1027	0	0
REF_NM_134196	0	1	936	0	0
REF_NM_134197	0	1	951	0	0
REF_NM_134198	0	1	990	0	0
REF_NM_134199	0	1	2437	0	0
REF_NM_134200	0	1	870	0	0
REF_NM_134201	0	1	1121	0	0
REF_NM_134202	0	1	960	0	0
REF_NM_134203	0	1	912	0	0
REF_NM_134204	0	1	927	0	0
REF_NM_134205	0	1	975	0	0
REF_NM_134206	0	1	915	0	0
REF_NM_134207	0	1	918	0	0
REF_NM_134208	0	1	942	0	0
REF_NM_134209	0	1	921	0	0
REF_NM_134210	0	1	921	0	0
REF_NM_134211	0	1	972	0	0
REF_NM_134212	0	1	939	0	0
REF_NM_134213	0	1	1104	0	0
REF_NM_134214	0	1	1104	0	0
REF_NM_134215	0	1	1155	0	0
REF_NM_134216	0	1	939	0	0
REF_NM_134217	0	1	951	0	0
REF_NM_134218	0	1	927	0	0
REF_NM_134219	0	1	903	0	0
REF_NM_134220	0	1	903	0	0
REF_NM_134221	0	1	903	0	0
REF_NM_134222	0	1	897	0	0
REF_NM_134223	0	1	1088	0	0
REF_NM_134224	0	1	909	0	0
REF_NM_134225	0	1	960	0	0
REF_NM_134226	0	1	951	0	0
REF_NM_134227	0	1	888	0	0
REF_NM_134228	0	1	897	0	0
REF_NM_134229	0	1	999	0	0
REF_NM_134230	0	1	1524	0	0
REF_NM_134231	0	1	960	0	0
REF_NM_134233	0	1	957	0	0
REF_NM_134234	0	1	915	0	0
REF_NM_134236	0	1	936	0	0
REF_NM_134237	0	1	897	0	0
REF_NM_134238	0	1	939	0	0
REF_NM_134239	0	1	897	0	0
REF_NM_134240	0	1	927	0	0
REF_NM_134241	0	1	1074	0	0
REF_NM_134243	0	1	897	0	0
REF_NM_134244	0	1	897	0	0
REF_NM_134245	0	1	897	0	0
REF_NM_134436	0	1	912	0	0
REF_NM_138678	0	1	8909	0	0
REF_NM_138684	0	1	1328	0	0
REF_NM_138685	0	1	7210	0	0
REF_NM_138942	0	1	17698	0	0
REF_NM_139219	0	1	3722	0	0
REF_NM_139220	0	1	2679	0	0
REF_NM_139221	0	1	1059	0	0
REF_NM_139222	0	1	2898	0	0
REF_NM_139223	0	1	1861	0	0
REF_NM_139225	0	1	3110	0	0
REF_NM_139296	0	1	8701	0	0
REF_NM_139301	0	1	8413	0	0
REF_NM_144511	0	1	9837	0	0
REF_NM_144537	0	1	20512	0	0
REF_NM_144539	0	1	20635	0	0
REF_NM_144544	0	1	5287	0	0
REF_NM_144790	0	1	4270	0	0
REF_NM_144854	0	1	42007	0	0
REF_NM_144930	0	1	23501	0	0
REF_NM_144943	0	1	6651	0	0
REF_NM_145126	0	1	17989	0	0
REF_NM_145210	0	1	9219	0	0
REF_NM_145369	0	1	6418	0	0
REF_NM_145437	0	1	7440	0	0
REF_NM_145474	0	1	4943	0	0
REF_NM_145493	0	1	14457	0	0
REF_NM_145603	0	1	7415	0	0
REF_NM_145708	0	1	9693	0	0
REF_NM_145709	0	1	8905	0	0
REF_NM_145842	0	1	1732	0	0
REF_NM_145843	0	1	921	0	0
REF_NM_145844	0	1	939	0	0
REF_NM_145845	0	1	903	0	0
REF_NM_145847	0	1	927	0	0
REF_NM_145848	0	1	2037	0	0
REF_NM_145849	0	1	897	0	0
REF_NM_145850	0	1	927	0	0
REF_NM_145935	0	1	18430	0	0
REF_NM_145998	0	1	2521	0	0
REF_NM_146167	0	1	6016	0	0
REF_NM_146232	0	1	20685	0	0
REF_NM_146245	0	1	10109	0	0
REF_NM_146262	0	1	4598	0	0
REF_NM_146263	0	1	1035	0	0
REF_NM_146267	0	1	939	0	0
REF_NM_146269	0	2	3780	0	0
REF_NM_146270	0	1	1096	0	0
REF_NM_146271	0	1	957	0	0
REF_NM_146272	0	1	927	0	0
REF_NM_146273	0	1	933	0	0
REF_NM_146274	0	1	939	0	0
REF_NM_146275	0	1	963	0	0
REF_NM_146276	0	1	939	0	0
REF_NM_146277	0	1	966	0	0
REF_NM_146278	0	1	972	0	0
REF_NM_146280	0	1	936	0	0
REF_NM_146281	0	1	918	0	0
REF_NM_146282	0	1	942	0	0
REF_NM_146283	0	1	1054	0	0
REF_NM_146284	0	1	939	0	0
REF_NM_146285	0	1	957	0	0
REF_NM_146286	0	1	933	0	0
REF_NM_146287	0	1	939	0	0
REF_NM_146288	0	1	3979	0	0
REF_NM_146289	0	1	939	0	0
REF_NM_146290	0	1	1118	0	0
REF_NM_146291	0	1	948	0	0
REF_NM_146292	0	1	999	0	0
REF_NM_146293	0	1	945	0	0
REF_NM_146294	0	1	1100	0	0
REF_NM_146295	0	1	927	0	0
REF_NM_146297	0	1	1102	0	0
REF_NM_146298	0	1	945	0	0
REF_NM_146299	0	1	1175	0	0
REF_NM_146300	0	1	969	0	0
REF_NM_146301	0	1	945	0	0
REF_NM_146302	0	1	939	0	0
REF_NM_146303	0	1	945	0	0
REF_NM_146304	0	1	948	0	0
REF_NM_146306	0	1	1002	0	0
REF_NM_146307	0	1	993	0	0
REF_NM_146308	0	1	963	0	0
REF_NM_146309	0	1	951	0	0
REF_NM_146310	0	1	945	0	0
REF_NM_146312	0	1	960	0	0
REF_NM_146313	0	1	933	0	0
REF_NM_146314	0	1	990	0	0
REF_NM_146315	0	1	948	0	0
REF_NM_146316	0	1	966	0	0
REF_NM_146317	0	1	1110	0	0
REF_NM_146318	0	1	930	0	0
REF_NM_146319	0	1	1035	0	0
REF_NM_146320	0	1	978	0	0
REF_NM_146321	0	1	930	0	0
REF_NM_146322	0	1	3970	0	0
REF_NM_146323	0	1	936	0	0
REF_NM_146324	0	1	987	0	0
REF_NM_146325	0	1	954	0	0
REF_NM_146326	0	1	18815	0	0
REF_NM_146327	0	1	5186	0	0
REF_NM_146328	0	1	7207	0	0
REF_NM_146329	0	1	945	0	0
REF_NM_146330	0	1	939	0	0
REF_NM_146331	0	1	945	0	0
REF_NM_146332	0	1	939	0	0
REF_NM_146334	0	1	948	0	0
REF_NM_146335	0	1	930	0	0
REF_NM_146336	0	1	942	0	0
REF_NM_146338	0	1	3470	0	0
REF_NM_146339	0	1	5282	0	0
REF_NM_146341	0	1	930	0	0
REF_NM_146342	0	1	930	0	0
REF_NM_146343	0	1	930	0	0
REF_NM_146346	0	1	948	0	0
REF_NM_146347	0	1	936	0	0
REF_NM_146348	0	1	945	0	0
REF_NM_146349	0	1	936	0	0
REF_NM_146350	0	1	972	0	0
REF_NM_146351	0	1	942	0	0
REF_NM_146353	0	1	951	0	0
REF_NM_146354	0	1	939	0	0
REF_NM_146355	0	1	990	0	0
REF_NM_146356	0	1	966	0	0
REF_NM_146357	0	1	939	0	0
REF_NM_146358	0	1	939	0	0
REF_NM_146359	0	1	951	0	0
REF_NM_146360	0	1	1041	0	0
REF_NM_146361	0	1	1057	0	0
REF_NM_146362	0	1	954	0	0
REF_NM_146363	0	1	981	0	0
REF_NM_146364	0	1	993	0	0
REF_NM_146365	0	1	1147	0	0
REF_NM_146366	0	1	969	0	0
REF_NM_146368	0	1	969	0	0
REF_NM_146369	0	1	966	0	0
REF_NM_146370	0	1	966	0	0
REF_NM_146371	0	1	978	0	0
REF_NM_146372	0	1	966	0	0
REF_NM_146373	0	1	957	0	0
REF_NM_146374	0	1	984	0	0
REF_NM_146375	0	1	978	0	0
REF_NM_146376	0	1	972	0	0
REF_NM_146377	0	1	972	0	0
REF_NM_146378	0	1	963	0	0
REF_NM_146379	0	1	1026	0	0
REF_NM_146380	0	1	984	0	0
REF_NM_146381	0	1	936	0	0
REF_NM_146382	0	1	942	0	0
REF_NM_146383	0	1	945	0	0
REF_NM_146385	0	1	960	0	0
REF_NM_146389	0	1	927	0	0
REF_NM_146390	0	1	930	0	0
REF_NM_146391	0	1	951	0	0
REF_NM_146392	0	1	951	0	0
REF_NM_146393	0	1	942	0	0
REF_NM_146394	0	1	942	0	0
REF_NM_146395	0	1	939	0	0
REF_NM_146396	0	1	912	0	0
REF_NM_146397	0	1	924	0	0
REF_NM_146398	0	1	948	0	0
REF_NM_146399	0	1	942	0	0
REF_NM_146400	0	1	939	0	0
REF_NM_146401	0	1	939	0	0
REF_NM_146402	0	1	939	0	0
REF_NM_146403	0	1	939	0	0
REF_NM_146404	0	1	897	0	0
REF_NM_146405	0	1	942	0	0
REF_NM_146406	0	1	942	0	0
REF_NM_146407	0	1	948	0	0
REF_NM_146408	0	1	992	0	0
REF_NM_146410	0	1	930	0	0
REF_NM_146411	0	1	936	0	0
REF_NM_146413	0	1	936	0	0
REF_NM_146414	0	1	939	0	0
REF_NM_146415	0	1	3748	0	0
REF_NM_146416	0	1	948	0	0
REF_NM_146417	0	1	936	0	0
REF_NM_146418	0	1	948	0	0
REF_NM_146419	0	1	930	0	0
REF_NM_146420	0	1	936	0	0
REF_NM_146423	0	1	930	0	0
REF_NM_146424	0	1	945	0	0
REF_NM_146425	0	1	945	0	0
REF_NM_146426	0	1	945	0	0
REF_NM_146429	0	1	960	0	0
REF_NM_146431	0	1	1039	0	0
REF_NM_146432	0	1	942	0	0
REF_NM_146433	0	1	945	0	0
REF_NM_146435	0	1	945	0	0
REF_NM_146436	0	1	1012	0	0
REF_NM_146437	0	1	1068	0	0
REF_NM_146438	0	1	948	0	0
REF_NM_146439	0	1	936	0	0
REF_NM_146440	0	1	948	0	0
REF_NM_146441	0	1	927	0	0
REF_NM_146442	0	1	933	0	0
REF_NM_146443	0	1	939	0	0
REF_NM_146444	0	1	942	0	0
REF_NM_146445	0	1	933	0	0
REF_NM_146446	0	1	933	0	0
REF_NM_146447	0	1	963	0	0
REF_NM_146448	0	1	951	0	0
REF_NM_146449	0	1	939	0	0
REF_NM_146450	0	1	939	0	0
REF_NM_146451	0	1	948	0	0
REF_NM_146452	0	1	948	0	0
REF_NM_146453	0	1	952	0	0
REF_NM_146454	0	1	942	0	0
REF_NM_146455	0	1	945	0	0
REF_NM_146456	0	1	939	0	0
REF_NM_146457	0	1	928	0	0
REF_NM_146458	0	1	933	0	0
REF_NM_146459	0	1	943	0	0
