Start	Stop	Gene	ESC_WT.bam
23275496	23276393	REF_NM_134237	0
23309241	23310180	REF_NM_001167542	0
23323983	23324910	REF_NM_134240	0
23341106	23342192	REF_NM_001083311	0
23368072	23405276	REF_NR_126443	4
23405393	23477668	REF_NR_131052	4496
23510229	23515735	REF_NM_013924	1691
23519844	23522886	REF_NR_015492	81
23548861	23557770	REF_NM_013483	10
23568931	23580726	REF_NM_001289615	87
23622912	23623347	REF_NM_153173	16
23625779	23626247	REF_NM_175661	57
23627286	23627778	REF_NM_145073	11
23634791	23635313	REF_NM_178197	20
23635920	23636823	REF_NM_013548	5
23643154	23643512	REF_NM_175655	6
23646900	23647676	REF_NM_145713	20
23653764	23654234	REF_NM_178205	39
23662531	23663089	REF_NM_178187	42
23663268	23663732	REF_NM_178196	24
23665628	23666059	REF_NM_178195	11
23666249	23666784	REF_NM_178188	44
23667631	23668135	REF_NM_178204	11
23673470	23673838	REF_NM_175654	19
23675538	23712993	REF_NM_178194	43
23713645	23714427	REF_NM_015787	8
23775341	23775828	REF_NM_178189	10
23776067	23784349	REF_NM_023422	36
23787679	23788414	REF_NM_010377	2
23789952	23790327	REF_NM_178208	3
23795709	23802680	REF_NM_010424	30
23830675	23831400	REF_NM_015786	39
23836910	23837390	REF_NM_175653	79
23838602	23839092	REF_NM_175664	7
23842956	23843461	REF_NM_175660	27
23844248	23844709	REF_NM_178203	7
23848805	23849255	REF_NM_178193	19
23852663	23853118	REF_NM_178192	3
23853753	23854255	REF_NM_013550	37
23855536	23856281	REF_NM_030609	49
23874409	23883397	REF_NM_001029935	17
23898895	23915394	REF_NM_144836	1
23931302	23952583	REF_NM_134069	0
23960886	23987599	REF_NR_121611	0
23989757	24006876	REF_NM_177016	0
24025593	24026025	REF_NM_175663	6
24026330	24026782	REF_NM_175658	1
24045325	24083083	REF_NM_145399	12
24104349	24372659	REF_NM_001311122	1472
24419272	24569158	REF_NM_001284519	23
24674057	24825675	REF_NM_001286100	43
24843713	24853806	REF_NM_020567	3351
24893525	24904768	REF_NM_024473	5952
24909823	24923358	REF_NM_025790	798
24923527	24934022	REF_NM_019551	4014
24936999	24993308	REF_NM_001081051	16
24999447	25029530	REF_NM_172532	836
25035020	25083805	REF_NM_008156	552
25084163	25112186	REF_NM_001013389	650
25147872	25302575	REF_NM_177577	24
25343907	25361865	REF_NM_009513	294
26012902	26058185	REF_NR_045062	1
26375027	26404275	REF_NR_045933	0
26860040	26862034	REF_NM_008232	2
27149438	27157072	REF_NM_011164	0
27186057	27192129	REF_NM_001205322	1
27213572	27219351	REF_NM_172155	1
27248667	27254389	REF_NM_172156	0
27288528	27295618	REF_NM_013766	0
27334298	27341609	REF_NM_008865	0
27351357	27368529	REF_NM_025896	4
27404495	27411121	REF_NM_011166	0
27437541	27446084	REF_NM_010088	0
27475213	27482715	REF_NM_025532	0
27524549	27530557	REF_NM_001271379	0
27598836	27605086	REF_NM_001311125	0
27649865	27656475	REF_NM_001316721	0
27665790	27674040	REF_NM_028477	0
27693687	27702451	REF_NM_029355	0
27725232	27734362	REF_NM_001164058	0
27750452	27759905	REF_NM_011168	0
27800866	27808606	REF_NM_011120	1
27865363	27872673	REF_NM_026206	0
27893523	27900585	REF_NM_019991	0
27941210	27949577	REF_NM_001045532	0
28108091	28115415	REF_NM_011165	0
28234352	28243464	REF_NM_023746	1
28551902	28977291	REF_NR_045054	765
29042598	29045551	REF_NM_009238	2243
29108123	29132205	REF_NR_045074	2
29283614	29947542	REF_NR_131896	1235
29998443	30077932	REF_NM_010093	3183
30228358	30338563	REF_NM_153546	517
30428224	30474736	REF_NM_177322	96
30632180	30637185	REF_NM_025710	4144
30706911	30716127	REF_NR_045975	0
30751927	30803101	REF_NM_001037955	619
30841126	30858796	REF_NM_013674	1
30905786	31065916	REF_NM_025588	2522
31305278	31332955	REF_NR_045957	12
31650038	31652843	REF_NM_008239	32
31657360	31674382	REF_NR_029439	1
31717684	31723275	REF_NM_010225	2
31898514	31902504	REF_NM_008592	20
31911454	32430413	REF_NM_146041	465
32792695	32873648	REF_NM_001166030	5
32893898	32914479	REF_NM_030215	2319
32933960	32943054	REF_NM_025429	30
32973265	32990009	REF_NM_173051	5
33057381	33070906	REF_NM_011454	15
33096409	33109824	REF_NM_009256	117
33119282	33132427	REF_NM_011452	374
33175971	33186249	REF_NM_173052	5
33241143	33251623	REF_NM_001164524	1
33284827	33295849	REF_NM_011460	2
33341478	33352715	REF_NM_011456	9
33415945	33427235	REF_NM_183197	5
33576658	33587869	REF_NM_011455	2
33654354	33661186	REF_NR_131141	2
33753273	33763454	REF_NM_001076790	0
33924213	33935277	REF_NM_001045535	0
33971684	33997577	REF_NM_148942	241
34009786	34094663	REF_NM_001243192	4361
34094742	34127039	REF_NM_009068	693
34129509	34165943	REF_NM_026512	530
34166146	34169877	REF_NM_009450	1906
34176023	34205141	REF_NR_046184	10
34218876	34222223	REF_NM_023716	4414
34254832	34270041	REF_NM_001110515	561
34271026	34437051	REF_NM_001033167	525
34719709	34744550	REF_NM_025831	250
34744791	34758643	REF_NR_105041	5
34831510	34839491	REF_NM_138746	4
34967362	34994747	REF_NM_013830	7099
35001832	35011861	REF_NM_027967	6
35016277	35045065	REF_NM_025750	11
35069616	35086013	REF_NM_001110331	1297
35273491	35279883	REF_NR_045616	3
35302528	35303917	REF_NR_126478	0
35751730	35965933	REF_NM_009881	3249
35986972	35998216	REF_NM_145938	1443
36059774	36062257	REF_NM_029628	3
36070665	36209226	REF_NM_201358	2175
36209511	36629464	REF_NM_024274	626
36817490	36826346	REF_NM_153529	8
36959046	37142113	REF_NM_001166391	17
37437213	37510905	REF_NM_010745	11
37918780	38043871	REF_NR_033615	1347
38063269	38086059	REF_NM_025965	7725
38097920	38128806	REF_NM_027724	23
38128857	38153302	REF_NM_024242	1971
38243162	38290446	REF_NM_023842	1723
38296807	38319532	REF_NM_026382	4220
38437584	38592183	REF_NM_007556	191
38694574	38726978	REF_NM_139063	1563
38737559	38750897	REF_NM_025380	4066
39024008	39052744	REF_NM_001170431	460
40097250	40383380	REF_NM_172143	19
40810671	40830289	REF_NM_001301674	47
40955136	41056261	REF_NM_023887	4005
41096378	41108402	REF_NM_026550	5962
41111618	41117951	REF_NM_025387	1900
41120488	41175075	REF_NM_001145802	166
41196795	41205357	REF_NM_008104	4
41277750	41315772	REF_NM_019423	424
41345212	41371946	REF_NM_001135577	943
41405284	41582729	REF_NM_001111324	66
41701584	41736726	REF_NM_001163572	451
41744811	41752146	REF_NM_177808	1
41858516	41942985	REF_NM_001145875	8
41961283	42008461	REF_NR_033545	5
42147389	42280395	REF_NM_007772	1016
42396844	42403359	REF_NM_010104	55
42776167	43233881	REF_NM_001302635	118
43247108	43266870	REF_NM_001252640	796
43290887	43399541	REF_NM_001033399	572
43466084	43490572	REF_NM_178848	417
43498041	43576342	REF_NM_019930	2651
43633774	43655560	REF_NM_001081059	405
43711165	43766313	REF_NM_183204	46
43812159	43814407	REF_NR_046022	0
43880480	43898502	REF_NM_009856	14
44216535	44220548	REF_NR_045285	2
44288957	44311856	REF_NR_045088	3
44535095	44552936	REF_NR_045489	0
44826142	45017012	REF_NM_021878	58284
45017448	45097465	REF_NM_025772	546
45485110	45507309	REF_NM_153789	502
45602812	45641755	REF_NM_025508	770
45645124	46060360	REF_NM_009124	90
46369089	46395484	REF_NM_001005422	1
46513668	46526468	REF_NM_001081425	43
46597271	46745650	REF_NM_026056	210
46764890	46771142	REF_NM_001033192	654
46775270	46823218	REF_NM_175749	13764
46844456	47025087	REF_NM_010617	4025
47107925	47110219	REF_NM_175340	65
47118911	47138586	REF_NM_016785	655
47138867	47180648	REF_NM_172262	3574
47218088	47343360	REF_NM_146042	95
48005803	48029670	REF_NR_045156	4
48055698	48113977	REF_NR_038004	4
48139599	48357992	REF_NR_102303	78
48367786	48369253	REF_NR_045162	2
48583028	48608805	REF_NM_026450	191
48631380	48631483	REF_NR_029656	15
48633197	48633286	REF_NR_029731	2
48633547	48633641	REF_NR_029725	0
48673237	48721041	REF_NM_001301781	572
48758404	48761876	REF_NM_007526	50
48897118	48966254	REF_NM_011078	806
48974585	49063197	REF_NM_001033268	10051
49063480	49065274	REF_NR_015601	132
49131670	49243697	REF_NM_001290313	719
49282915	49291620	REF_NM_013610	697
49298319	49311395	REF_NM_026738	540
49326199	49344075	REF_NM_028340	32
49358478	49404577	REF_NM_015759	8
49436917	49482395	REF_NM_029791	1774
49516591	49558429	REF_NM_199056	1512
49559427	49748100	REF_NM_025495	1945
49748446	49774385	REF_NM_001271397	4542
49777498	49829636	REF_NM_172015	10550
50340549	50345677	REF_NM_001033438	16
50357183	50358238	REF_NR_045474	0
50513245	50529138	REF_NM_175401	779
50562675	50570724	REF_NM_001033400	4
50639994	50640103	REF_NR_030453	0
50696340	50696449	REF_NR_030647	0
50738596	50741207	REF_NM_001033770	0
50774538	50775593	REF_NR_045474	0
50793697	50798778	REF_NM_001244649	10
50848761	50860617	REF_NR_045364	2
51193106	51196096	REF_NR_029463	13
51196248	51247931	REF_NM_146043	4378
51266393	51270556	REF_NM_029173	74
51295452	51298435	REF_NR_132443	7
51503986	51518166	REF_NM_010101	89
51526410	51662453	REF_NM_009167	38
51740600	51746031	REF_NM_025415	2408
51747076	51779413	REF_NM_029279	2290
51796616	51889116	REF_NM_013660	3040
51942043	51943843	REF_NM_011817	957
52192109	52219529	REF_NR_045061	14
52599743	52626205	REF_NM_001024474	23
52665248	52668594	REF_NR_046069	8
52678805	52744161	REF_NM_001198977	2758
52824738	52852574	REF_NR_027893	0
52930478	53025046	REF_NM_016709	943
53062577	53076408	REF_NM_017373	321
53204685	53381478	REF_NM_013846	1126
53428118	53472730	REF_NM_009269	2105
53489057	53550999	REF_NR_037991	376
53562249	53568149	REF_NM_013601	48
53731260	53734570	REF_NR_131079	0
53743953	53745450	REF_NR_131010	0
54146552	54151027	REF_NM_010076	0
54167213	54203714	REF_NM_027324	5149
54287497	54317801	REF_NM_001010973	20
54472712	54485278	REF_NM_009946	42
54560197	54570201	REF_NM_028597	4010
54605165	54652651	REF_NM_176987	1377
54676373	54682489	REF_NM_019968	385
54685551	54691435	REF_NM_178605	3126
54691591	54692508	REF_NM_025933	1072
54694299	54712633	REF_NM_028870	1545
54723144	54765424	REF_NM_178397	3377
54780759	54795321	REF_NR_027396	12741
54802823	54838023	REF_NM_001033364	10
54838031	54851235	REF_NM_001316710	113
54860220	54867801	REF_NM_033610	100
54885358	54889819	REF_NM_001286180	4
54890765	54898136	REF_NM_028841	588
55050771	55107379	REF_NM_001311128	88
55129240	55201661	REF_NM_001293660	3758
55206669	55236432	REF_NM_012017	2095
55254178	55270120	REF_NM_008011	152
55311142	55419686	REF_NM_008739	14585
55420583	55423341	REF_NM_009000	1707
55426528	55431091	REF_NM_016662	883
55445193	55464144	REF_NM_025828	4678
55471092	55486048	REF_NM_016758	139
55501008	55516056	REF_NM_011392	2
55519318	55528165	REF_NM_021489	23
55546432	55562288	REF_NM_001286063	7986
55565627	55574516	REF_NM_001030296	525
55574788	55589437	REF_NM_001177372	2739
55598847	55614807	REF_NM_001114088	5536
55624595	55629899	REF_NM_013739	34
55631770	55638019	REF_NM_134059	4017
55640676	55672481	REF_NM_145382	3855
55694495	55699055	REF_NM_026211	4993
55701256	55711804	REF_NM_146045	572
55724365	55733777	REF_NM_007596	957
55736359	55782628	REF_NM_001282055	10780
55794484	55804861	REF_NM_181278	4304
55816010	55827588	REF_NM_175150	987
55828728	55878191	REF_NM_028281	272
55885939	55910361	REF_NM_001252487	10
55926414	55932786	REF_NM_011097	9
56174982	56236911	REF_NM_001159515	4385
56275063	56280246	REF_NM_145976	1
56323584	56345301	REF_NR_131023	5
56351859	56353524	REF_NM_010896	17
56390005	56397912	REF_NM_019568	80
56464260	56470218	REF_NR_046061	0
56539715	56573724	REF_NM_177809	44
56580637	56583607	REF_NM_008373	0
56623868	56639147	REF_NM_178674	50
56643820	56649899	REF_NM_010702	0
56710963	56740700	REF_NM_009369	184
56804370	56843739	REF_NM_008541	2047
56874458	56997150	REF_NM_001302372	7
57522555	58009693	REF_NM_001166464	43
58106317	58203789	REF_NM_001195075	71
58227239	58229917	REF_NM_029872	12975
58248309	58250336	REF_NR_126543	1
58259009	58266054	REF_NM_198004	796
58277516	58317014	REF_NM_152234	12350
58334711	58375549	REF_NM_019832	668
58388876	58456223	REF_NM_175214	125
58481406	58486586	REF_NM_027335	1376
58492492	58504704	REF_NM_001301341	21341
58654668	58712238	REF_NM_022317	44
58842434	58863672	REF_NR_045469	3
58907929	59235331	REF_NM_001282961	118
59550895	59658708	REF_NM_023328	1553
59681536	59686584	REF_NR_045633	2
59686693	59736142	REF_NM_030153	4142
59736356	59777145	REF_NM_027307	5036
59788762	59795462	REF_NM_183290	20
59801443	59807558	REF_NM_028157	200
59813644	59820650	REF_NM_001167593	195
59827285	59833113	REF_NM_177711	14
59835010	59838831	REF_NR_045977	10
59856775	59871150	REF_NM_026921	1365
59873239	59924508	REF_NM_153538	2562
60131071	60218030	REF_NR_046142	2
60275765	60278896	REF_NM_008086	75
60306831	60317379	REF_NR_036449	1
60703307	60864552	REF_NM_001285917	7628
60883247	60887725	REF_NM_199148	0
60899610	60904205	REF_NM_027344	0
60943972	60965777	REF_NM_178098	81
60996711	60998808	REF_NM_001145801	2
61002655	61006208	REF_NM_026429	0
61035515	61037986	REF_NM_007796	4
61040052	61043296	REF_NM_009411	0
61101638	61107272	REF_NM_012007	1
61136402	61141958	REF_NM_029636	0
61260575	61265549	REF_NM_020284	1
61296507	61304753	REF_NM_021445	0
61348107	61356709	REF_NM_019541	0
61382740	61390211	REF_NR_027871	0
61453821	61459531	REF_NM_019539	0
61637803	61643199	REF_NM_022326	3
61665989	61671487	REF_NM_054092	0
61872939	61888642	REF_NR_028430	540
62231249	62275296	REF_NM_001039239	1734
62469075	62484534	REF_NM_001162910	569
62554375	62568172	REF_NM_001136496	672
62618156	62659959	REF_NM_001162911	1031
62704374	62725542	REF_NM_173381	415
62862098	62862206	REF_NR_030493	0
62873559	62887168	REF_NM_001256065	425
62938244	62959730	REF_NM_007994	27
62966112	62989642	REF_NM_019395	82
63066252	63404185	REF_NM_001289926	1902
63612840	63666828	REF_NM_008957	2219
63777064	63835606	REF_NR_126476	10
63916627	64001609	REF_NM_001013608	3007
64159581	64190509	REF_NM_008291	15
64197617	64230638	REF_NM_001001321	370
64234364	64254507	REF_NM_175494	1763
64263173	64287845	REF_NM_019986	449
64293852	64376296	REF_NM_172587	2636
64393143	64414018	REF_NM_025370	431
64463197	64471828	REF_NM_009984	6974
64533860	64541029	REF_NM_053180	321
64582553	64599100	REF_NM_001195435	0
64838898	65005196	REF_NM_001081129	161
65018713	65024503	REF_NM_030047	0
65134365	65139312	REF_NM_001083890	0
65166337	65214290	REF_NM_133680	2096
65253533	65254460	REF_NM_146819	0
65278418	65307024	REF_NM_175290	2764
65380161	65399103	REF_NM_178364	815
66214388	66223772	REF_NM_001177832	417
66519049	66542054	REF_NM_183119	1771
67001556	67006286	REF_NM_026219	1404
67006350	67010102	REF_NM_001177750	124
67033765	67099337	REF_NM_008959	1785
67139529	67162106	REF_NM_001166218	108
67170333	67198912	REF_NM_001012449	315
67229163	67242723	REF_NM_172392	204
67274117	67284434	REF_NM_001013769	256
67295441	67310234	REF_NM_001048204	53
67355853	67370004	REF_NM_001001152	51
67379529	67384297	REF_NR_033540	45
67393386	67407348	REF_NM_001003666	29
67413933	67433496	REF_NM_177622	254
67440244	67461508	REF_NM_001038651	394
67464519	67476699	REF_NM_001001186	208
67490264	67500703	REF_NM_001080941	205
67506649	67522354	REF_NM_177811	1940
67541366	67552560	REF_NM_177712	740
67572448	67585189	REF_NM_001076791	681
67591102	67601458	REF_NM_001007575	464
67616717	67627167	REF_NM_133228	644
67639576	67654088	REF_NM_001035231	907
67654137	67671829	REF_NR_131100	35
67690375	67710644	REF_NM_001163246	888
67717937	67738690	REF_NM_183146	854
67768377	67784449	REF_NM_001001187	541
67806242	67830110	REF_NM_145622	936
67830198	67857775	REF_NR_027969	211
67880629	67890017	REF_NM_028402	693
67897530	67931922	REF_NR_045194	29990
67932042	67944229	REF_NM_001309374	324
67964262	67964860	REF_NM_001001185	543
68699656	68721046	REF_NM_172480	3301
68721124	68731156	REF_NM_027123	1891
68736315	68753108	REF_NM_027035	21
68758919	69138419	REF_NM_153534	197
69636836	69672742	REF_NM_198600	1593
69712326	69750341	REF_NM_175283	579
69750893	69774657	REF_NM_145354	19296
69841709	69878775	REF_NM_001145162	61
69948759	69954972	REF_NM_138596	1540
70160836	70258827	REF_NR_131156	15
70371699	70387000	REF_NR_036596	0
70712118	70714982	REF_NR_045934	0
70727566	70776512	REF_NM_144837	5317
70866685	70980688	REF_NM_172053	8
71021825	71023381	REF_NM_029873	0
71245966	71246087	REF_NR_130325	0
72095679	72101171	REF_NM_010573	6
72760913	72766012	REF_NR_030701	3
72766244	72771644	REF_NM_010574	78
72947048	72954211	REF_NR_046196	4
73343538	73366548	REF_NR_126459	0
73397944	73407068	REF_NM_018885	54
73457323	73465930	REF_NM_010888	1170
73468456	73469626	REF_NM_053163	1690
73482112	73484832	REF_NR_045293	1231
73604830	73651986	REF_NM_145376	2095
73674194	73716120	REF_NM_010020	32
73741449	73758087	REF_NM_146047	2717
73764448	73786489	REF_NM_009354	1127
73799197	73815471	REF_NM_001136087	0
73818604	73838143	REF_NM_028878	9
73901144	73954190	REF_NM_011390	4072
73956775	73985079	REF_NM_028186	274
74049909	74075215	REF_NM_027182	3710
74075258	74098337	REF_NM_001308041	1842
74101309	74130288	REF_NM_027704	9
74146866	74173201	REF_NM_182839	1295
74173942	74199733	REF_NM_028959	1506
74258962	74303512	REF_NM_001081060	2
74307252	74346148	REF_NM_177333	2793
74348565	74429779	REF_NM_009644	59
74440568	74454774	REF_NM_011051	2501
74459702	74487688	REF_NM_023281	11149
74487764	74503231	REF_NM_001168658	2045
74508873	74514014	REF_NM_001081680	287
74544512	74544621	REF_NR_035409	3919
74617504	74631398	REF_NM_146231	632
74777319	74829323	REF_NM_030711	385
74830741	74946208	REF_NM_001301153	2263
75227434	75269946	REF_NM_013628	74
75782493	75782589	REF_NR_030451	9645
75844931	75909806	REF_NM_138953	2449
75977333	75987599	REF_NM_053108	588
76006984	76081272	REF_NM_028493	4217
76105186	76136416	REF_NM_029343	31
76138982	76156160	REF_NM_001131069	390
76192298	76194444	REF_NM_175495	18
76197869	76236108	REF_NM_029847	236
76236181	76325431	REF_NM_001081352	3403
76522408	77171071	REF_NM_030174	1233
77182348	77274729	REF_NM_134071	1229
77274796	77752940	REF_NM_001145676	373
77847950	78305501	REF_NM_001163420	2876
78337277	78375825	REF_NR_045195	1
81022682	81035303	REF_NM_001042591	4370
81079663	81087858	REF_NR_103550	0
81103334	81218856	REF_NR_015587	17725
81234066	81772143	REF_NM_054053	791
81796804	81810889	REF_NM_030257	1024
81812835	81850012	REF_NM_001081176	6498
81850415	81892274	REF_NM_028372	87
81922290	81936156	REF_NM_007684	3771
82837273	82837332	REF_NR_039537	0
83643032	83806684	REF_NM_001170537	24
83867710	83875274	REF_NR_015561	2
83878418	83878490	REF_NR_029545	0
84030812	84068315	REF_NR_036594	3
84164901	84204379	REF_NR_131220	8
84361900	84435571	REF_NM_175187	1275
85329081	85353328	REF_NM_023243	1873
85354303	85429091	REF_NM_145452	2331
86184402	86186400	REF_NM_007749	2488
88961076	89462830	REF_NM_001037987	33
89680240	89751437	REF_NM_013500	883
89794914	89882117	REF_NM_019389	1066
89988518	90229213	REF_NM_028012	614
90229271	90254526	REF_NM_025335	3412
91023053	91044960	REF_NM_001145879	4
91062726	91064337	REF_NM_024175	5870
91074953	91363592	REF_NM_025770	159
91508594	91527690	REF_NR_045161	0
91600701	91845780	REF_NM_024186	194
91936137	91947301	REF_NM_145453	1203
91992991	92016490	REF_NM_198415	3
92020011	92901449	REF_NM_009027	31
92981832	93124958	REF_NM_001311120	2313
93195923	93211613	REF_NM_175455	38
93219574	93253986	REF_NM_001163627	53
93257703	93300765	REF_NM_173392	947
93344586	93346187	REF_NM_030237	0
93381092	93481901	REF_NM_172588	1723
93521540	93564773	REF_NM_011582	93
93614741	93628185	REF_NM_001162945	1143
93810669	93914679	REF_NM_023821	10
93917354	93962238	REF_NM_133905	1157
94074449	94175084	REF_NM_001284189	2141
94200051	94269763	REF_NM_021310	1962
94386845	94407713	REF_NM_016668	9
94426051	94444257	REF_NM_022884	31
94444390	94522778	REF_NM_028772	32
94541633	94712971	REF_NM_009712	67
94827750	94965364	REF_NM_172589	465
94971387	95055236	REF_NM_029153	1752
95126703	95128878	REF_NR_045619	46
95128914	95336271	REF_NM_009680	5233
95558897	95612854	REF_NM_009321	1156
95645581	95653636	REF_NM_011021	0
95746298	95793271	REF_NM_172590	866
95794059	96020259	REF_NM_172263	138
96093559	96107797	REF_NM_001302538	812
96120637	96145312	REF_NM_025630	4243
96201330	96214786	REF_NM_198408	22
96247255	96248610	REF_NM_001081159	4
96281683	96295195	REF_NM_007974	6599
96371743	96388388	REF_NM_010169	2578
96397131	96661877	REF_NM_027711	1834
96729397	96902532	REF_NM_029210	2702
97158248	97185542	REF_NM_026173	1190
97186088	97241115	REF_NM_001042714	34
97250643	97312440	REF_NM_012048	1870
97312689	97410122	REF_NM_001164222	2157
97418918	97440891	REF_NM_008255	9118
97694643	97720869	REF_NM_001166065	60
97791818	97805209	REF_NR_104276	2
97837241	97899477	REF_NM_001146045	17749
97907891	97951151	REF_NM_001146043	5485
98011059	98022995	REF_NM_007930	13026
98204924	98267619	REF_NR_110432	15550
98329954	98353949	REF_NR_046157	23
98668549	98976120	REF_NM_012026	582
99016799	99032947	REF_NM_178918	4363
99033030	99044709	REF_NM_001271389	941
99079851	99086961	REF_NM_001170540	8856
99124199	99126660	REF_NM_008242	3
99194064	99205020	REF_NR_045498	2
99404932	99407365	REF_NM_026685	0
99456192	99464786	REF_NM_001025606	5
99493360	99585404	REF_NM_172591	2397
99612035	99696339	REF_NM_178716	10574
99754044	99754520	REF_NM_027064	0
99846482	99857876	REF_NR_045495	1
99954777	100016987	REF_NM_001004149	4
100089603	100114633	REF_NM_026873	1975
100114740	100185516	REF_NM_173757	3466
100191418	100286557	REF_NM_008634	5366
100668437	100670638	REF_NM_001081493	0
100718486	100785594	REF_NM_030026	1234
100787948	100874025	REF_NM_001081061	4296
100877973	100884188	REF_NM_011353	211
100893159	100907653	REF_NM_001252629	3308
100914017	100972077	REF_NM_010872	13
100981694	101017291	REF_NM_010870	91
101051075	101086571	REF_NM_010871	28
101177724	101222819	REF_NM_008670	4054
101238531	101262564	REF_NM_022011	2350
101267321	101322453	REF_NM_008756	732
101365911	101386926	REF_NM_001038602	632
101387118	101421016	REF_NM_001283011	2307
101421297	101436370	REF_NM_027592	4609
101466979	101500897	REF_NM_009874	4060
101505894	101514614	REF_NM_001190264	270
101529640	101545854	REF_NM_021886	4713
101548693	101556441	REF_NM_172301	8723
101572602	101603382	REF_NM_022885	2980
102002081	102017506	REF_NR_046158	0
102024273	102063351	REF_NR_045846	1
102161825	102167535	REF_NR_046187	0
102450715	102538172	REF_NM_001077495	995
103483637	103496711	REF_NM_008533	1
103522568	104124572	REF_NM_175171	2038
104531694	104554662	REF_NM_172592	3390
104608865	104710666	REF_NM_001005868	1775
104813518	104899694	REF_NM_029447	2245
104899869	104931521	REF_NM_144838	345
104932232	104968546	REF_NM_025879	4050
104969177	104992128	REF_NM_030731	1836
104995201	105018924	REF_NM_172807	2502
105077952	105284843	REF_NM_001081020	5245
105421406	105607033	REF_NM_026072	1598
105607249	105628756	REF_NM_026075	625
105635362	105653973	REF_NM_029984	9
105737232	105845010	REF_NM_029879	26
105872201	105911862	REF_NM_025751	2
105937573	106083094	REF_NM_027934	48
106233772	106238213	REF_NM_008308	0
107584518	107726995	REF_NM_029665	6804
107737208	107750304	REF_NM_025447	780
107750664	107812194	REF_NM_001145779	4254
107812649	107823598	REF_NR_015471	226
108259901	108269268	REF_NR_045083	11
108477476	108482248	REF_NR_045900	0
108514696	108680258	REF_NM_145456	1627
108834667	108839340	REF_NM_001048250	3879
108842782	108948819	REF_NM_001127346	1053
108948931	108985175	REF_NM_028042	964
109004597	109077301	REF_NM_029001	444
109106530	109179751	REF_NM_178683	902
109444370	110746177	REF_NM_011056	24315
110844395	111070414	REF_NM_023852	34
111142822	111147380	REF_NM_177713	0
111185251	111191051	REF_NM_152804	3040
111672618	111694054	REF_NR_131194	0
112001676	112019639	REF_NR_045908	4
112045220	112047957	REF_NM_175497	0
112215887	112280249	REF_NM_001122963	7282
112476385	112508802	REF_NM_172593	1054
112536642	112599191	REF_NM_011945	1691
112658143	112662145	REF_NR_130345	0
113078658	113174210	REF_NM_001168403	33
113254277	113297068	REF_NM_010560	3471
113313015	113370870	REF_NM_139299	13647
113388540	113442518	REF_NM_010029	1953
113450973	113528960	REF_NM_178746	780
113590984	113658102	REF_NM_008903	1350
113718000	113759395	REF_NM_172594	3785
113778009	113780986	REF_NM_001081062	296
113784075	113790602	REF_NM_001037914	13
113825586	113881343	REF_NM_001281487	385
113884034	113891189	REF_NM_010370	0
113926283	113934220	REF_NR_131045	2
113962081	113971105	REF_NM_008196	0
113999866	114008312	REF_NM_023612	2
114236495	114293052	REF_NR_045501	5
114382386	114408772	REF_NM_130796	2882
114453103	114453884	REF_NM_019960	1
114584715	114947669	REF_NM_172595	1866
115078002	115178302	REF_NM_010887	2762
115242469	115249159	REF_NM_008046	218
115397435	115488030	REF_NR_045976	26
115608444	115619628	REF_NM_001113375	679
115626119	115722249	REF_NM_008396	5
115748288	115892172	REF_NM_001033228	1631
117088477	117099896	REF_NM_021459	22
117643630	117814323	REF_NM_001081009	103
117918831	117924691	REF_NR_046023	1
118009379	118063222	REF_NM_010330	13389
118391126	118769835	REF_NM_010408	87
119168916	119176059	REF_NM_021556	2867
119344974	119377436	REF_NR_045982	7
119392216	119447550	REF_NR_131153	0
119503505	119581380	REF_NM_008002	20
120123123	120197818	REF_NM_008710	2471
120217406	120249130	REF_NM_001079849	2835
120251565	120274924	REF_NM_026127	3034
120276845	120284312	REF_NM_001039244	82
3247427	3309969	REF_NM_016676	5062
3365131	3406494	REF_NM_008445	2087
3426856	3506849	REF_NM_172421	5129
3572390	3781398	REF_NM_001162465	2347
3806979	3914443	REF_NM_007872	16012
3954944	3960643	REF_NM_008895	45
3962553	4038915	REF_NM_001082483	1052
4082573	4110612	REF_NM_153082	1509
4133396	4213524	REF_NM_001159537	1985
4247361	4484060	REF_NM_010881	1452
4599813	4720758	REF_NM_001198968	2581
4753021	4776073	REF_NM_175431	174
4776100	4785072	REF_NM_028376	41
4824413	4834465	REF_NM_025323	3048
4839979	4848401	REF_NM_016863	240
4850108	4863773	REF_NM_001170858	672
4869243	4881165	REF_NM_001033488	70
4885837	4914326	REF_NM_145441	2566
4924158	5054216	REF_NM_001099628	2381
5084273	5382488	REF_NM_001164493	67
5383307	5422938	REF_NR_015579	8
7378844	7387136	REF_NR_045045	0
7984482	8023645	REF_NM_009693	37
8214912	8292565	REF_NM_172401	2833
8304723	8308760	REF_NM_013527	9
8320238	8350630	REF_NM_021429	2195
8504564	8506791	REF_NM_007483	1307
8535288	8605872	REF_NM_177802	87
8680939	8759389	REF_NM_001160222	10402
8778201	8800493	REF_NM_011519	2538
8928112	8945547	REF_NM_008640	6592
8954734	8978834	REF_NM_010770	455
8980806	9035653	REF_NM_001159527	4702
9036802	9043200	REF_NM_029321	336
9572041	9577391	REF_NR_045488	0
9581247	9588306	REF_NM_011859	2
10376776	10396980	REF_NM_027588	4
10397585	10402368	REF_NM_023697	176
10453193	10538109	REF_NR_110487	5
